Instruction,Input,Output
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Brand Finance 10 most valuable brands in the world
* Apple Shares Shine, Rising 24% - WSJ

Negative Headlines:
* Samsung, Apple Intensify Battle for Smartphone Users
* How Apple Could Screw up the Next iPhone
* Pandora CEO, Pressured to Sell, Gets Last Chance to Beat Spotify

",increased in 1.97%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Is Apple Pay Riskier or Safer Than a Credit Card?
* Tencent Passes Wells Fargo to Become 10th Biggest Company: Chart
* Forget Apple. Xiaomi CEO Now Wants to Be More Like Costco
* Forget Apple. Xiaomi CEO Lei Jun now wants to be more like Costco

Negative Headlines:
* Apple Sued Over 'Error 53' iPhone Shutdowns
* Uber faces another setback after ban in Italy
* Apple Pay Promised to Make Plastic Obsolete. Then Came Wary Shoppers, Confused Clerks
* The blessing and curse of being an Apple supplier

",decreased in 0.25%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple hires secret team for treating diabetes
* Apple Grows Its Ecosystem, And Its Advantage

Negative Headlines:


",decreased in 1.48%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Why Apple Would Be Interested in Satellite Operations
* Apple Readies iPhone Overhaul for Smartphone's 10th Anniversary
* Apple readies iPhone overhaul for smartphone's 10th anniversary

Negative Headlines:


",increased in 0.31%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Fyre Festival, the Coachella for the Super Rich, Ends in Disaster
* Top Foxconn executives visit White House, but mum on details
* Angela Ahrendts, Apple senior vice president of retail, on why she wants Gen Z to say, ""Meet me at Apple""

Negative Headlines:
* Apple Inc. (AAPL) and the Law of Demand

",increased in 0.01%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Furthering its commitment to mobile innovation, Brother announces the addition of Apple MFi™ to its entire mobile 
* Apple to create $1 billion U.S. advanced manufacturing fund, CEO says
* Ferrari Surges to Apple-Like Margins With $2.1 Million Car

Negative Headlines:
* Apple Buys More Company Debt Than World's Biggest Bond Funds
* Why Apple is investing $148 billion in corporate debt
* Apple Loses Ground Again in China

",increased in 1.62%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Becomes First U.S. Company to Top $800 Billion Value
* Apple Products Are Too Many for a Table But Still Add Growth
* Apple becomes first company worth $800bn

Negative Headlines:
* Bloomberg Pay Index: Highest-Paid Executives for 2016

",increased in 2.44%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Google's voice-activated helpers need more assistance
* Top 9 Places Professionals Want To Work - Microsoft (NASDAQ:MSFT)
* Japan's Sharp to invest $1 billion in SoftBank's 'Vision' Tech Fund
* SoftBank Vision Fund Announces First Major Close
* A key Apple sales metric may decline during the iPhone ‘super cycle’

Negative Headlines:
* Qualcomm Sues Apple's Contract Manufacturers in Rising Fight

",decreased in 1.7%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple's gift to schools: Free app development curriculum
* ‘Made in India’ iPhones: Apple in talks to expand production capacity; targets bigger market share
* Apple Heads The World's Most Valuable Brands Of 2017 At $170 Billion

Negative Headlines:
* Apple Settles Legal Dispute With Nokia
* 3 Reasons Apple Should Not Pay $90 Billion For Adobe Systems

",decreased in 0.25%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple ready to talk up Siri at developers conference
* Why Apple Co-Founder Steve Wozniak Is the Original Geek

Negative Headlines:
* Nintendo Battles Apple for Parts as Switch Demand Rises
* Nintendo battles Apple for parts as demand for Switch console soars

",increased in 1.16%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Cisco, Google benefit from Indian firms' use of H-1B program
* Here's what it’s like when Apple wants to buy your company
* Two SIM Cards and Better Selfies: How China's Smartphones Are Taking On Apple
* Where The Top 5 Tech Firms Derive Their Revenue - Alphabet (NASDAQ:GOOG), Alphabet (NASDAQ:GOOGL), Apple 

Negative Headlines:
* 'I'm Not Sure I Understand'—How Apple's Siri Lost Her Mojo

",decreased in 3.22%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Issues a Second Green Bond to Finance Clean Energy
* Apple Poaches Sony TV Executives to Lead Push Into Original Content
* Apple hires two top TV executives from Sony Pictures
* Amazon to Buy Whole Foods for $13.4 Billion

Negative Headlines:
* Apple Announces What Could Be A Venmo Killer: Will It Compete?
* Germany, Austria Tell U.S. Not to Interfere in EU Energy

",decreased in 2.17%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Ousted Tech Founder? Uber's Travis Kalanick Is in Good Company
* In its 10-year history, the iPhone has changed Apple as much as it has revolutionized technology
* Apple Music Might Become More Profitable for Apple, Inc.
* Highlights of Kalanick's tumultuous tenure
* Tesla head of its autopilot software Chris Lattner left the company less than six months after he joined

Negative Headlines:
* How Writing Hateful Yelp Reviews Can Ruin Your Career
* Apple (AAPL) supplier Imagination Technologies faces 'horror show' as Silicon Valley workforce faces multiple 
* Eight Years And Umpteen Scandals Later, You Can Finally Tip Your Uber Driver

",decreased in 0.04%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Put Down the IPhone and Appreciate Its Genius
* The Top Five Tech Rivals Join Forces to Shape Policy—and Fight the Government

Negative Headlines:
* Steve Jobs's Mock Turtleneck Gets a Second Life
* Apple's iPhone turns 10, bumpy start forgotten

",decreased in 1.23%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* The music industry according to super-producer Jimmy Iovine
* Vinyl Records Are Popular Again, So Sony Wants Back In After 30 Years
* Nasdaq Stocks Show Wild Swings; Exchange Cites Third Parties
* Samsung Is Developing a Bixby-Powered Smart Speaker
* Why Dividend Investors Might Like Buckeye Partners

Negative Headlines:
* Qualcomm accuses Apple of infringing six patents in iPhone, iPad
* Larry Page Ordered to Answer Questions in Uber Lawsuit
* Something is wrong with Nasdaq stocks, they're blaming 3rd parties
* Loeb's Consigliere in Nestle Fight Knows How the Sausage Is Made

",increased in 0.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* The No. 1 reason Apple has been so successful can be traced to Steve Jobs
* Apple Tests the Faithful
* Hedge fund manager who scored a 78% annual return with Apple and Amazon is short-selling Netflix

Negative Headlines:
* Louis Vuitton Goes Upmarket in Smartwatch Fight With Apple

",increased in 2.74%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Should America's Tech Giants Be Broken Up?
* My iPhone (Mac, iPad) won't stop asking for my Apple ID

",increased in 0.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Trump Says Apple CEO Has Promised to Build Three Manufacturing Plants in U.S.

Negative Headlines:
* Apple Inc. (AAPL) Kills the iPod Nano and iPod Shuffle
* Corruption Trial? Flaming Phones? No Problem for Samsung, the Smartphone Industry's New Inescapable Force
* Apple kills off iPod Nano and Shuffle
* Apple ordered to pay $506 million to university in patent dispute
* Apple Discontinues the iPod Nano and Shuffle

",decreased in 1.7%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Tech Guru Bill Joy Unveils a Battery to Challenge Lithium-Ion
* Surprising Growth for Apple, Even Before New iPhone
* Apple's Breakthrough Product: Services - WSJ
* Apple boosted by revival in iPhone and iPad sales
* 15 Stocks You'll Wish You'd Bought 15 Years Ago

Negative Headlines:
* Why is Apple struggling in China?

",increased in 5.15%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Former Apple employee shares advice the company gave about success
* Analysis | Move over Jack Ma: Pony takes the lead in race to be China's richest man

Negative Headlines:
* DeepMind's AI is Struggling to Beat Starcraft II
* An epic winning streak on Wall Street — then one ugly loss
* Venezuelan Currency Madness Valued Local Bank More Than Apple
* Serious About Seeing The Solar Eclipse? There's An App For That - Apple (NASDAQ:AAPL)
* An Easy-To-Use Cheat Sheet For Apple Suppliers - Apple (NASDAQ:AAPL), Analog Devices (NASDAQ:ADI)

",decreased in 0.45%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* 'Success' podcast: How John Sculley met Steve Jobs, became Apple CEO
* Warren Buffett Announces Surprise Buy, 5 Holding Increases For 2nd Quarter

Negative Headlines:
* New iPhone Tests a Wireless Industry Scarred by Price Wars
* Before iPhone And Macs, These Apple Products Failed To Take Off | IBTimes
* Apple Readies $1 Billion War Chest for Hollywood Programming

",decreased in 1.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple, Citing U.S. Sanctions, Removes Popular Apps in Iran (Published 2017)
* Apple to build Iowa data center, get $207.8 million in incentives
* VW Rolls Out a Two-Tone Compact SUV to Challenge Nissan

Negative Headlines:
* Apple to receive $213M in tax breaks for 50-job data center
* Cramer Identifies What's Wrong With The 'FANG' Group - Apple (NASDAQ:AAPL), Amazon.com (NASDAQ:AMZN)

",increased in 1.69%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Alexa and Siri Escalate Battle of Virtual Assistants
* Apple's Real Reason for Finally Joining the Net Neutrality Fight
* Apple App Store's Chinese Customers Get New Way to Pay for Purchases

",increased in 1.6%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* iPhone's Summer Production Glitches Create Holiday Jitters
* Elon Musk empire: A tale of collaboration between Space Tech & autonomous cars
* Apple chip in new Beats headphones boosts Bluetooth, battery life
* Tesla and SpaceX Share More Than Musk

Negative Headlines:
* No fear of Apple as China rivals plan own debuts with new iPhone
* Apple, a leader in emissions efforts, shadowed by device cycle concerns

",decreased in 2.13%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple's Animoji Will Teach You To Love Face Tracking
* The 5 Best Apps For Video Calling
* How Secure Is the iPhone X's FaceID? Here's What We Know
* Can Apple Unlock Promise of Facial Recognition?
* Swatch Shares Bruised by New Apple Watch

Negative Headlines:
* Investment fail: Why Apple’s little-known third co-founder sold his 10% stake for $800

",decreased in 1.0%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* The Best Investment Since 1926? Apple
* Protecting Your Business With Systems Over People
* Walmart, Target join call for 'Dreamer' legislation
* China-Backed Firm Reaches Deal to Buy Apple Supplier Imagination Technologies

Negative Headlines:
* Apple's Face ID: Good, Bad Or Insignificant?
* How electric cars can create the biggest disruption since iPhone

",decreased in 4.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Roku IPO Is Year's Best for Tech Stock Debut With 68% Jump
* Apple has written to resolve DND app issue, says Trai chief RS Sharma
* Sun Co-Founder Gets Secretive Hedge Fund to Make a Huge Chip Bet

Negative Headlines:
* Apple iPhone X Production Woe Sparked by Juliet and Her Romeo

",increased in 2.37%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* How iPhone X TrueDepth Camera Could Boost Apple Inc. Stock
* Sonos, a Wireless-Speaker Pioneer, Plays Catch Up
* A Foolish Take: Forget the iPhone X. People still love the iPhone 6

Negative Headlines:
* After Apple, Europe Goes After Amazon For Alleged Unpaid Taxes
* iPhone 8 Plus: some owners complain of swelling battery problem
* Apple and Qualcomm's Billion-Dollar War Over an $18 Part

",increased in 0.97%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* 2 Simple Reasons Apple's iPhone Camera Will Get a Huge Boost in 2018
* Sears Canada Wins Court Approval to Liquidate Remaining Stores
* SEC to Review Guggenheim's Bob Diamond-Linked Investments

Negative Headlines:


",increased in 0.74%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* The A11 Bionic Probably Isn't as Good as Apple Inc. Hoped
* Forget the Apple Inc. iPhone 7 -- iPhone 8 Is the Better Value
* This Website Graded Apple, Google, Amazon and Microsoft on Political Leanings
* Amazon, Apple, Google and Facebook will all go away within 50 years, says author

Negative Headlines:
* Delays to Raytheon's Smart Bomb May Extract a Cost for the Company
* For GE and its shareholders, a lost decade and a half

",decreased in 2.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple's content strategy becomes more clear
* Miss out on the iPhone X pre-order? Get ready to wait
* Apple Pay Now More Widely Accepted Than PayPal

Negative Headlines:
* iPhone 8 Posts Weak Initial Sales, Pressuring iPhone X
* Apple founder Steve Jobs's BMW Z8 hits the auction block
* Inside Apple's Struggle to Get the iPhone X to Market on Time
* Early Orders for iPhone X Lead to Long Shipping Delays

",increased in 4.41%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple iPhone sales still strong, even without X

Negative Headlines:
* John Medica Helped Apple and Dell Recover From Design Fiascos

",increased in 3.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* What The Ideal Workplace Of The Future Looks Like, According To Millennials
* Apple leadership is more than 80% white and male
* Walmart Pay Could Surpass Apple in U.S. Mobile Payments
* Why Apple Inc.'s iPhone X Doesn't Have Better Battery Life

Negative Headlines:


",increased in 0.6%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* iPhone X and freezing weather: Can smartphones die in the bitter cold?
* Block Porn or Be Blocked, Indonesia Warns Google, Twitter
* Apple diversity VP Denise Young Smith leaving after controversial comments about white men

",decreased in 2.2%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Apple under fire over reports students worked illegal overtime to build iPhone X
* Apple's iPhone X assembled by illegal student labour
* Elon Musk has a reason to dislike turtleneck sweaters

",increased in 2.94%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple launches Apple Heart Study smartwatch app with help from Stanford

Negative Headlines:
* Apple accuses Qualcomm of patent infringement in countersuit
* Apple's polished visitor center has a strange detachment
* Google, Facebook, Amazon and Apple Seem Unstoppable. Here's How to Tame Them

",decreased in 1.75%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple CEO Tim Cook says he sees China’s Tencent as a great partner
* Apple wins EU trademark case against Xiaomi
* Apple's iPad wins EU trademark case against Xiaomi's 'Mi Pad' tablet computer
* Apple's favorite app of the year wants you to unplug
* Apple Close to Buying Shazam to Boost Music Business

Negative Headlines:
* Bitcoin Craze Propels Coinbase App to No. 1 in Apple's Store
* Apple inks deal with Ireland to pay $15 billion in back taxes

",decreased in 0.25%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Tesla's new showroom in New York's Meatpacking District is a dream come true

Negative Headlines:
* Tencent Music Drowns Out Spotify and Apple in China

",increased in 0.75%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Maps finds a useful feature: indoor airport guides

Negative Headlines:
* Lawsuit against Apple alleges 'older iPhone models slow down when new models come out'
* Here's Why Your Old iPhone Is Slow or Suddenly Shuts Down
* Apple's chief of operations in India Sanjay Kaul has reportedly quit after just one and a half years
* Apple Battery Throttling Gives Customers a Reason to Distrust It
* Has Apple Lost Its Design Mojo?

",decreased in 0.8%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Apologizes for Handling of iPhone Battery Issue
* Apple and Amazon in talks to set up in Saudi Arabia: Report

Negative Headlines:
* Apple apologizes after outcry over slowed iPhones
* Apple apologizes for slowing down old iPhones, drops price for battery replacements
* 10 iPhone X tricks that unlock the magic of Apple's new phone

",decreased in 0.79%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in  {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Google, Apple, and Bain are consistently rated 'best places to work'

Negative Headlines:
* Apple effort to make amends is bad for iPhone business
* Apple Battery Controversy Could Cost It $10 Billion in iPhone Sales

",increased in 1.59%
