Instruction,Input,Output
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple has reportedly ordered 70 million OLED panels from rival Samsung for upcoming iPhone 8
* Apple aims for more control, less cost as it accelerates in chip design
* Tencent Passes Wells Fargo to Become 10th Biggest Company: Chart

Negative Headlines:
* Apple Sued Over 'Error 53' iPhone Shutdowns
* Uber faces another setback after ban in Italy

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.25%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple secretly working on glucose monitoring for diabetes
* Apple Grows Its Ecosystem, And Its Advantage

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.48%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple readies iPhone overhaul for smartphone's 10th anniversary

Negative Headlines:
* IPhones Go the Way of the Selectric - Bloomberg

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.31%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:


Negative Headlines:
* Fyre Festival, the Coachella for the Super Rich, Ends in Disaster

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.01%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple earnings: As users spend more, services revenue grows
* Furthering its commitment to mobile innovation, Brother announces the addition of Apple MFi™ to its entire mobile 
* Apple to create $1 billion U.S. advanced manufacturing fund, CEO says
* Ferrari Surges to Apple-Like Margins With $2.1 Million Car
* Apple plans new store in ""red dot"" Singapore

Negative Headlines:
* Apple Loses Ground Again in China
* Apple Buys More Company Debt Than World's Biggest Bond Funds

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.62%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Becomes First U.S. Company to Top $800 Billion Value
* Apple becomes first company worth $800bn
* Taiwan Stock Index Rises Above 10000 for First Time in 17 Years
* Apple's Total Addressable Market Is A Lot Larger Than It Looks

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.44%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Assembles First iPhones in India
* Japan's Sharp to invest $1 billion in SoftBank's 'Vision' Tech Fund

Negative Headlines:
* Qualcomm Sues Apple's Contract Manufacturers in Rising Fight
* A key Apple sales metric may decline during the iPhone ‘super cycle’
* Why Google Assistant Can't Beat Siri for iPhone Users

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.7%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Settles Legal Dispute With Nokia
* Apple Heads The World's Most Valuable Brands Of 2017 At $170 Billion
* Apple's gift to schools: Free app development curriculum
* The World's Largest Tech Companies 2017: Apple And Samsung Lead, Facebook Rises
* ‘Made in India’ iPhones: Apple in talks to expand production capacity; targets bigger market share

Negative Headlines:
* 3 Reasons Apple Should Not Pay $90 Billion For Adobe Systems

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.25%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Nintendo Battles Apple for Parts as Switch Demand Rises
* Nintendo battles Apple for parts as demand for Switch console soars
* Andy Rubin Unveils Titanium Smartphone to Crack Apple's Grip
* Father of Android Andy Rubin's 'Essential' smartphone looks stunning
* Apple ready to talk up Siri at developers conference

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.16%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple’s new software is a game changer for augmented reality, experts say

Negative Headlines:
* 'I'm Not Sure I Understand'—How Apple's Siri Lost Her Mojo
* Apple iPhone Data Theft Tests China's New Cybersecurity Law

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 3.22%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple co-founder Steve Wozniak: Why robots won't be taking our jobs for hundreds of years
* Apple Issues a Second Green Bond to Finance Clean Energy
* Apple raises $1bn through 'green bond' in environmental push
* Apple Poaches Sony TV Executives to Lead Push Into Original Content
* Amazon to Buy Whole Foods for $13.4 Billion

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.17%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Ohio one of 7 states in line for $10B Foxconn plant, thousands of jobs – reports - Columbus Business First
* Apple Music Might Become More Profitable for Apple, Inc.

Negative Headlines:
* Tesla head of its autopilot software Chris Lattner left the company less than six months after he joined
* Tesla Replaces Chief of Self-Driving Software
* Uber's Travis Kalanick isn't the only one—why Steve Jobs, Jack Dorsey and others were ousted from the companies 
* Apple (AAPL) supplier Imagination Technologies faces 'horror show' as Silicon Valley workforce faces multiple 

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.04%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple just got deeper into AR with purchase of eye-tracking tech firm
* Apple's iPhone turns 10, bumpy start forgotten

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.23%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Xiaomi Goes Old School to Reclaim Smartphone Crown in China
* Xiaomi goes old school to reclaim smartphone crown in China
* Vinyl Records Are Popular Again, So Sony Wants Back In After 30 Years
* Why Dividend Investors Might Like Buckeye Partners

Negative Headlines:
* Nasdaq Stocks Show Wild Swings; Exchange Cites Third Parties
* Qualcomm accuses Apple of infringing six patents in iPhone, iPad
* Something is wrong with Nasdaq stocks, they're blaming 3rd parties

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Louis Vuitton Goes Upmarket in Smartwatch Fight With Apple
* Apple to Build China Data Center to Meet New Cybersecurity Law
* Apple to set up its first data centre in China
* Behind the Scenes of the $3 Billion Apple-Beats Deal

Negative Headlines:
* Hedge fund manager who scored a 78% annual return with Apple and Amazon is short-selling Netflix
* Startup That Got a Seat at White House Roundtable Is Part-Owned by Kushner Family

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.74%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Trump Says Apple CEO Has Promised to Build Three Manufacturing Plants in U.S.
* Trump Announces Apple Supplier Foxconn Opening U.S. Factory
* Apple is reportedly investing $2.7 billion in LG Display to build OLED panels for future iPhones

Negative Headlines:
* Apple ordered to pay $506 million to university in patent dispute
* Apple Inc. (AAPL) Kills the iPod Nano and iPod Shuffle
* Apple Discontinues the iPod Nano and Shuffle
* Apple kills off iPod Nano and Shuffle

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.7%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple boosted by revival in iPhone and iPad sales
* Surprising Growth for Apple, Even Before New iPhone
* Apple reports solid quarter; consumers eye new iPhone
* Apple's Breakthrough Product: Services - WSJ
* Apple Plans to Release Watch With Wireless Functionality

Negative Headlines:
* Why is Apple struggling in China?

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 5.15%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* NASA, Hewlett Packard Enterprise To Test Spaceborne Computer To Withstand Space Radiation | IBTimes

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.45%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Warren Buffett Announces Surprise Buy, 5 Holding Increases For 2nd Quarter
* Apple sets record with C$2.5 billion Maple bond market issue
* Apple Readies $1 Billion War Chest for Hollywood Programming
* 2016 Revved Up Sales for County's Car Dealers
* 2K Announces Dwayne Johnson as WWE® 2K18 Executive Soundtrack Producer; Now Streaming on Apple Music

Negative Headlines:
* Taiwan: Massive Power Blackout Affects Millions | TIME
* Before iPhone And Macs, These Apple Products Failed To Take Off | IBTimes

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple to receive $213M in tax breaks for 50-job data center
* Apple to build Iowa data center, get $207.8 million in incentives

Negative Headlines:
* Apple, Citing U.S. Sanctions, Removes Popular Apps in Iran (Published 2017)
* Cramer Identifies What's Wrong With The 'FANG' Group - Apple (NASDAQ:AAPL), Amazon.com (NASDAQ:AMZN)

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.69%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple hits record highs ahead of iPhone reveal
* Apple Confirms Sept. 12 Product Launch at New Headquarters
* Hedge Fund Guru Jeffrey Talpins Takes a Bullish Bet on Aptevo Therapeutics Inc (APVO), Counts Out Tesla Inc (TSLA 

Negative Headlines:
* Apple Spars With Movie Studios Over Pricing Ahead of Apple TV Rollout
* Facebook's 21-year-old wunderkind Michael Sayman leaves for Google
* Apple, Samsung Taking Smartphone Prices to the Edge

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.6%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple chip in new Beats headphones boosts Bluetooth, battery life
* Elon Musk empire: A tale of collaboration between Space Tech & autonomous cars

Negative Headlines:
* iPhone's Summer Production Glitches Create Holiday Jitters

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.13%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple TV 4K Adds Pixels, HDR for $179
* Apple Unveils New iPhone X to Fend Off Growing Competition
* Review: The iPhone X — newer, better and fancier

Negative Headlines:
* Investment fail: Why Apple’s little-known third co-founder sold his 10% stake for $800
* Swatch Shares Bruised by New Apple Watch

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.0%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* With new operating system, Apple revamps its money-making App Store
* Bain-Led Group to Buy Toshiba Chip Unit in $18 Billion Deal
* The Best Investment Since 1926? Apple

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 4.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Roku IPO Is Year's Best for Tech Stock Debut With 68% Jump

Negative Headlines:
* Apple iPhone X Production Woe Sparked by Juliet and Her Romeo

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.37%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* How iPhone X TrueDepth Camera Could Boost Apple Inc. Stock
* Google launches new phones, speakers in hardware push

Negative Headlines:
* Apple and Qualcomm's Billion-Dollar War Over an $18 Part
* iPhone 8 Plus: some owners complain of swelling battery problem

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.97%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple and Steven Spielberg team up on video expansion
* 2 Simple Reasons Apple's iPhone Camera Will Get a Huge Boost in 2018

Negative Headlines:
* SEC to Review Guggenheim's Bob Diamond-Linked Investments
* Sears Canada Wins Court Approval to Liquidate Remaining Stores

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.74%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Forget the Apple Inc. iPhone 7 -- iPhone 8 Is the Better Value
* Why Skechers USA Inc. Stock Skyrocketed Today

Negative Headlines:
* The A11 Bionic Probably Isn't as Good as Apple Inc. Hoped
* Delays to Raytheon's Smart Bomb May Extract a Cost for the Company
* Amazon, Apple, Google and Facebook will all go away within 50 years, says author
* For GE and its shareholders, a lost decade and a half

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Pay Now More Widely Accepted Than PayPal

Negative Headlines:
* Early Orders for iPhone X Lead to Long Shipping Delays
* iPhone 8 Posts Weak Initial Sales, Pressuring iPhone X

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.41%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple iPhone sales still strong, even without X
* Apple Store Lines Return as iPhone X Debuts
* John Medica Helped Apple and Dell Recover From Design Fiascos

Negative Headlines:
* App developer access to iPhone X face data spooks some privacy experts

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 3.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Walmart Pay Could Surpass Apple in U.S. Mobile Payments
* Apple launches Venmo competitor
* Apple Outbids Netflix for Show Starring Jennifer Aniston and Reese Witherspoon
* Apple (AAPL) Acquires Nanotech Specialist Startup InVisage

Negative Headlines:


Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.6%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* E*TRADE Launches Mobile Options Trading, Face ID Account Access
* Warren Buffett Bought Apple Inc. Stock. Why Haven't You?

Negative Headlines:
* Vietnamese researcher shows iPhone X face ID 'hack'
* Block Porn or Be Blocked, Indonesia Warns Google, Twitter
* Apple diversity VP Denise Young Smith leaving after controversial comments about white men

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.2%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple's Service Business Could Be the Key to Its Future
* Apple’s 6.5-Inch ‘iPhone XIs Plus’ to Be a Boon to OLED, Says Jefferies

Negative Headlines:
* Apple under fire over reports students worked illegal overtime to build iPhone X
* Apple's iPhone X assembled by illegal student labour
* Apple Wipes Skype From China App Store

Predict AAPL's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.94%
