Instruction,Input,Output
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon takes a tilted step toward 12 million square feet of office space - Puget Sound Business Journal
* Oracle's Cloud Business Shows Momentum as Sales, Profit Beat
* YouTube makes its biggest e-sports bet with FACEIT streaming deal
* Amazon India head Amit Agarwal elevated to SVP

Negative Headlines:
* Retail Store 'Bubble' Has Burst and CEOs Search for Answers

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon leases big East Palo Alto office with plans to hire 1300 people - Puget Sound Business Journal
* Amazon.com wins $1.5 billion tax dispute over IRS
* IBM CEO Ginni Rometty Makes Her Case At InterConnect Why IBM Is The Right Business Platform

Negative Headlines:
* Bebe Stores Hire Advisers as Retail Shakeout Continues
* Google's YouTube Has Continued Showing Brands' Ads With Racist and Other Objectionable Videos

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.33%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon to Launch Grocery Pickup Stores in Seattle
* Apple Shares Shine, Rising 24% - WSJ
* Amazon Gobbles Up U.K. Warehouses as Investors Pile In
* Jeff Bezos becomes second-richest person on Earth after Amazon's latest deal - Puget Sound Business Journal
* Amazon And Alibaba Flip The Script On Brick And Mortar

Negative Headlines:
* Amazon to Shut Down Unprofitable Quidsi Division
* Amazon is shutting down Quidsi, after the Diapers.com parent failed to make money

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 4.69%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Fuel-Cell Maker to Help Amazon Improve Warehouse Efficiency
* Royal Mail expands in US parcels market

Negative Headlines:
* Bezos is selling $1 billion of Amazon stock a year to fund rocket venture
* Stores Are Closing at a Record Pace as Amazon Chews Up Retailers - Bloomberg

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.38%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon's Jeff Bezos Outlines How He Tries to Keep Retail Giant in Startup Mode
* Amazon Books will open second Massachusetts location - Boston Business Journal
* Uber, Lifting Financial Veil, Says Sales Growth Outpaces Losses

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.47%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* 3 Charts That Show Why Amazon is Amazing

Negative Headlines:
* 'Retail apocalypse' limits HHGregg's replacements
* Wal-Mart Brings Price War to Groceries, Boosting Pressure on Big Food Retailers
* Russian Lawmaker's Hacker Son Gets 27-Year U.S. Prison Term

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.38%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Nasdaq Composite Tops 6000 for First Time
* Twitter Surprises by Adding New Users, Sends Shares Soaring
* Amazon (AMZN) Crushes Q1 Earnings Estimates, Stock Soars
* Amazon Prime subscribers hit 80 million
* Amazon CEO Jeff Bezos thanks Indian customers, promises to continue investing to beat Flipkart

Negative Headlines:
* FCC Chief to Roil the Capital With Net Neutrality Rollback
* Italian police say Amazon has evaded 130 million euros of taxes

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.94%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Made-To-Order Clothing Is An Opportunity Tailor-Made For Amazon
* Walmart applies for a patent to rival Amazon Dash
* Soda Upstart Zevia Tops Pepsi in Study of E-Commerce Market
* Amazon Prime Video On Apple TV: Service Finally Coming To Apple Later This Year | IBTimes

Negative Headlines:
* Pennsylvania Toy Seller Files For Bankruptcy - WSJ
* IBM Falls as Buffett Reports Reduced Stake Ahead of Meeting

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.48%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon trounces rivals in battle of the shopping 'bots'
* Amazon patents idea to mask annoying drone buzz with 'pleasing' sounds - Puget Sound Business Journal
* This Startup is the Airbnb of Warehouses and Has Amazon in Its Sights
* Amazon Makes Major Push Into Furniture - WSJ
* Another Record in Reach of Tech Stocks as Big 5 Add $500 Billion

Negative Headlines:
* Why Shorts Are Betting on Big Markdowns in Department Stores
* 'The unfortunate thing about Macy's': Just about everything
* Defense contractor stole co-workers' credit cards to shop online

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.3%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Top 9 Places Professionals Want To Work - Microsoft (NASDAQ:MSFT)
* Google takes on Siri, launches 'Assistant' for iPhones
* Success of Amazon, other economic development wins energize Greater San Marcos Partnership - Austin Business 
* Alphabet, Amazon top LinkedIn's top companies list

Negative Headlines:
* World's 500 Richest People Lose $35 Billion From Trump Turmoil

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.2%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Apple Is Working on a Dedicated Chip to Power AI on Devices
* Costco’s got the goods to take on Wal-Mart and Amazon, analysts say
* Abercrombie beats thanks to strong demand for Hollister
* Best Buy Defies Retail Doldrums, Posting Higher Sales
* Amazon's newest bricks and mortar store opens in New York

Negative Headlines:
* Golden Age of TV Shows Signs of Cracks as Some Channels Give Up
* Snap Inc (SNAP) Business Model Is Flawed; Here's Why

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.59%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Best Buy Canada resurgence fuelled by 'total retail' strategy after shutting down Future Shop brand
* If You Bought $14000 Of Amazon Stock In 2001 You'd Be A Millionaire Today
* Amazon files machine learning patent to eliminate delivery drone noise (Images) - Puget Sound Business Journal
* After split from Starbucks, baker Pascal Rigo looks toward deals with Costco and Amazon - Puget Sound Business 
* Amazon is building warehouses at a record pace - Puget Sound Business Journal

Negative Headlines:
* Trump to Exit Climate Pact as Allies Deride Call for Do-Over

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.01%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Cubs' win is a stitch in time for Bethesda needlepoint products company
* Alibaba Adds $42 Billion in Market Cap on Strong Sales Forecast
* India Set to Approve Amazon's Grocery Service
* Amazon opens low-income front in Walmart battle
* Amazon Lake Nona Orlando warehouse moving forward with site work - Orlando Business Journal

Negative Headlines:
* New Look Struggles With Shoppers' 'Buy Now, Wear Now' Mentality

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 3.27%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon to Buy Whole Foods for $13.7 Billion
* Upscale retailer Neiman Marcus shelves plans for a sale
* Costco’s online prices are lower than Amazon’s, study finds
* Amazon agrees to buy Whole Foods for $13.7bn
* One in 10 New U.K. Jobs Now in Tech, Indeed Says

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.36%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Whole Foods expected to give Amazon a boost in demographics, geographics
* Amazon's Competitive Advantage Isn't Cost Or Convenience, It's This
* Amazon Will Let Customers Try On Clothes Before Buying (Published 2017)

Negative Headlines:


Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.86%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* A Look Back In IPO: Amazon, The Giant In Progress
* Look Out Google and Facebook. Amazon's Little Ad Business Is Growing Fast
* Amazon ‘will be a top 5 grocer in the U.S.’ with Whole Foods acquisition
* Nike to sell products on Amazon, Instagram

Negative Headlines:
* The Price War Over American Groceries Is Getting Bloody
* Nike Thought It Didn't Need Amazon—Then the Ground Shifted
* Amazon's Whole Foods Deal Adds Pressure on Grocery Services to Deliver
* Microsoft to Cut Sales Jobs Next Week

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.61%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon.com, Inc. (AMZN) Stock Price Can Reach to $1,200 Because It's Not Done Deal Making
* In Online Groceries, This Company Does What Even Amazon Can't: Make Money
* Amazon and Dish Network: A Match in the Making?
* Costco Escapes Retail Gloom With Sales That Beat Estimates
* Deal drama: Amazon raised bid, beat out 6 other suitors to land Whole Foods, filing reveals

Negative Headlines:
* Data Glitch Briefly Pegs Incorrect Prices on Multiple Nasdaq Stocks
* Something is wrong with Nasdaq stocks, they're blaming 3rd parties

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.63%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Century City Mall Rises With $1 Billion Makeover
* Why Whole Foods Market, Inc. Stock Has Gained 36% This Year
* A new industry is beginning to thrive in rural America, with Amazon leading the way

Negative Headlines:
* Pepsi Says It's Facing the Same Trends That Are Battering Retail
* Why musicians are so angry at the world's most popular music streaming service

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.54%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Exclusive: Amazon inks massive San Francisco lease - San Francisco Business Times
* Sears to Sell Kenmore Brand on Amazon

Negative Headlines:
* Monetary Policy in Japan Has a New Problem: Amazon
* Activist Jana cashes out of Whole Foods following Amazon deal
* Robots Are Replacing Workers Where You Shop
* 5 Billion Reasons Toys 'R' Us Struggles as Amazon Soars
* Jana Partners Sells Whole Foods Stake - WSJ

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 1.55%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon Enters Singapore With Most Aggressive Service Yet
* Amazon sets date for a 50,000 position job fair
* Amazon's Jeff Bezos Briefly Becomes World's Richest Person
* Jeff Bezos tops Bill Gates as world's richest ahead of Amazon results
* Jeff Bezos Just Surpassed Bill Gates to Become the World's Richest Person

Negative Headlines:
* Birkenstock CEO accuses Amazon of 'modern-day piracy'
* Bezos Slips to Second Richest. What Lies Ahead for Amazon?

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.82%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Online Sales Growth Fuels Surge in Package-Delivery Jobs
* Fintech Startup Juvo Raises $40 Million To Disrupt Telecom With Big Data - IBM (NYSE:IBM), Amazon.com (NA
* Amazon's Fall River job fair draws hundreds of soldiers, seniors and more - Boston Business Journal
* Thousands wait to apply for 1,200 new Amazon jobs in Baltimore - Baltimore Business Journal
* Safaricom Sees Amazon as Model for Kenya E-Commerce Platform

Negative Headlines:
* If Amazon.com, Inc. (AMZN) Stock Falls, So Will the Bull
* Amazon's 'Jobs Day' Was a Bust

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.02%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon is having a Fire sale on our favorite kids tablet
* Amazon lures 'Walking Dead' creator for TV deal
* Buy Wayfair Inc (W) Stock Before It Gets Bought Out
* Amazon and Tencent invest $300 million in Android founder's new phone
* Amazon.com, Inc. (AMZN) Stock Is Becoming an AI Juggernaut

Negative Headlines:
* Diversity memo drama poses biggest public test for Google's Sundar Pichai

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.45%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon promises college students two-minute orders
* Steve Madden Working On A Deal With Amazon? This Analyst Thinks So
* Alibaba's Net Income, Revenue Surge on Growth in Online Sales
* Target to partner with Barnes & Noble in a battle against Amazon for college students - Minneapolis / St. Paul Business 
* Americans are buying more food at Walmart - The Washington Post

Negative Headlines:
* Amazon's War on Fake Eclipse Glasses Trips Up Newbie Merchant
* People Are Losing A Bunch Of Money From These Scams On Amazon
* Foot Locker Follows Other Sportswear Retailers in Reporting Weaker-Than-Expected Sales
* Foot Locker Dives as Investors Brace for 'Several Years of Pain'

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 2.53%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* CVS Health Hopes Partnerships Will Power Growth
* Retail app maker Tulip raises $40 mln from Kleiner Perkins, others
* FTC clears Amazon.com purchase of Whole Foods
* Amazon deal for Whole Foods wins U.S. regulatory, shareholder approvals
* FTC Approves Whole Foods-Amazon Merger

Negative Headlines:
* Amazon's first order of business at Whole Foods threatens mainstream grocers like Publix and Kroger - Tampa Bay 
* Costco Is Playing a Dangerous Game With the Web
* Cramer Identifies What's Wrong With The 'FANG' Group - Apple (NASDAQ:AAPL), Amazon.com (NASDAQ:AMZN)

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 0.84%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon.com Inc. taps Lorton-based WOD Fitters for 'Small Business Spotlight' campaign - Washington Business Journal
* Amazon's Alexa and Microsoft's Cortana team up
* Best Buy Expands Same-Day Delivery in Bid to Ward Off Amazon
* Amazon Looks to Whole Foods to Boost Online Grocery Shopping

Negative Headlines:
* Amazon's Recall of Solar Eclipse Glasses Was 'Tragically Too Little, Too Late': Lawsuit
* Big Food Faces Pressure From Retailers Demanding Discounts

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 3.41%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon is hunting for a city for a $5 billion, 50,000-worker 2nd headquarters - Denver Business Journal
* Amazon to build $5B secondary HQ; Cities can submit bids for 50,000-job campus
* Kohl's to sell Amazon devices at 10 LA, Chicago stores
* Colorado plans to submit formal bid for Amazon second headquarters
* More Shoppers Head to Whole Foods After Amazon Merger

Negative Headlines:
* Toys 'R' Us Enlists Advisers to Help Restructure Debt

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.07%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* New York Wants New Amazon HQ, Says City Beats the Suburbs
* Blue Bottle Coffee Company Sold to Nestle in $425M Deal
* Wal-Mart Plans New Headquarters in Its Hometown

Negative Headlines:
* NFL star Marshawn Lynch's reality show costs Facebook millions: Report
* Toys 'R' Us Preparing for Potential Bankruptcy Filing Before Holidays

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 0.9%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Toys 'R' Us Will Live On Because Mattel and Hasbro Can't Let It Die
* Amazon Inks Office Space Deal on Manhattan's Far West Side
* Amazon inks office space deal on Manhattan's far west side

Negative Headlines:
* Heavy Debt Crushed Owners of Toys 'R' Us
* Toys 'R' Us Collapses Into Bankruptcy Thanks to Crushing Debt
* 99 Cents Only's LBO Debt Woes Tell One More Cautionary Tale
* Sears Stock Is Suffering a Slow Death That's Painful to Watch

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",decreased in 1.96%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Amazon unveils new Echo models, Fire TV with 4K, HDR support
* Instacart Is Expanding to Canada in Amazon Battle
* Allen touts two development options for $5B Amazon HQ2 campus - Dallas Business Journal

Negative Headlines:
* Amazon Alexa: Echo's dominance has confined it to the home
* The giant is coming: the true cost of Amazon to retailers and workers
* Amazon's First NFL Game Draws 372000, a Fraction of TV Audience

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 2.29%
You are a seasoned stock market analyst. Your task is to predict the companies' stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%,"Company news during this period are listed below:

Positive Headlines:
* Google launches new phones, speakers in hardware push
* Texas Rangers, Dallas Cowboys could help allure Amazon HQ2 to Arlington - Dallas Business Journal
* Costco, With an Eye on Amazon, Expands Home Delivery Service

Negative Headlines:
* After Apple, Europe Goes After Amazon For Alleged Unpaid Taxes
* Amazon must pay $295 million in back taxes, EU rules
* Costco Falls on Concerns Over Membership Renewals, Margins

Predict AMZN's stock price movement for this week based on this week's positive headlines and negative headlines. Give me answer in the format of {increased/decreased/flat} in {X}%",increased in 3.17%
